"county","gender","race","year","y","n","NAME"
6,2,1,1985,3,22211,"Auglaize"
6,2,1,1986,4,22250,"Auglaize"
6,2,1,1987,6,22363,"Auglaize"
6,2,1,1988,6,22496,"Auglaize"
6,2,2,1968,0,32,"Auglaize"
6,2,2,1969,0,31,"Auglaize"
6,2,2,1970,0,32,"Auglaize"
6,2,2,1971,0,35,"Auglaize"
6,2,2,1972,0,40,"Auglaize"
6,2,2,1973,0,48,"Auglaize"
6,2,2,1974,0,52,"Auglaize"
6,2,2,1975,0,53,"Auglaize"
6,2,2,1976,0,57,"Auglaize"
6,2,2,1977,0,66,"Auglaize"
6,2,2,1978,0,69,"Auglaize"
6,2,2,1979,0,73,"Auglaize"
6,2,2,1980,0,79,"Auglaize"
6,2,2,1981,0,80,"Auglaize"
6,2,2,1982,0,81,"Auglaize"
6,2,2,1983,0,86,"Auglaize"
6,2,2,1984,0,88,"Auglaize"
6,2,2,1985,0,92,"Auglaize"
6,2,2,1986,0,98,"Auglaize"
6,2,2,1987,0,101,"Auglaize"
6,2,2,1988,0,102,"Auglaize"
7,1,1,1968,21,36622,"Belmont"
7,1,1,1969,26,37326,"Belmont"
7,1,1,1970,35,38063,"Belmont"
7,1,1,1971,24,39263,"Belmont"
7,1,1,1972,24,39199,"Belmont"
7,1,1,1973,24,38992,"Belmont"
7,1,1,1974,46,38755,"Belmont"
7,1,1,1975,34,38959,"Belmont"
7,1,1,1976,29,39180,"Belmont"
7,1,1,1977,38,38796,"Belmont"
7,1,1,1978,18,38689,"Belmont"
7,1,1,1979,28,39177,"Belmont"
7,1,1,1980,41,38641,"Belmont"
7,1,1,1981,43,38526,"Belmont"
7,1,1,1982,37,38209,"Belmont"
7,1,1,1983,31,38174,"Belmont"
7,1,1,1984,42,37671,"Belmont"
7,1,1,1985,31,36893,"Belmont"
7,1,1,1986,35,35625,"Belmont"
7,1,1,1987,48,35397,"Belmont"
7,1,1,1988,42,34808,"Belmont"
7,1,2,1968,0,853,"Belmont"
7,1,2,1969,0,848,"Belmont"
7,1,2,1970,2,875,"Belmont"
7,1,2,1971,1,873,"Belmont"
7,1,2,1972,4,859,"Belmont"
7,1,2,1973,2,862,"Belmont"
7,1,2,1974,1,847,"Belmont"
7,1,2,1975,0,846,"Belmont"
7,1,2,1976,0,851,"Belmont"
7,1,2,1977,1,848,"Belmont"
7,1,2,1978,3,834,"Belmont"
7,1,2,1979,0,840,"Belmont"
7,1,2,1980,2,837,"Belmont"
7,1,2,1981,1,876,"Belmont"
7,1,2,1982,1,919,"Belmont"
7,1,2,1983,0,946,"Belmont"
7,1,2,1984,1,951,"Belmont"
7,1,2,1985,0,945,"Belmont"
7,1,2,1986,2,915,"Belmont"
7,1,2,1987,0,936,"Belmont"
7,1,2,1988,0,930,"Belmont"
7,2,1,1968,4,39454,"Belmont"
7,2,1,1969,6,40321,"Belmont"
7,2,1,1970,6,40984,"Belmont"
7,2,1,1971,4,42264,"Belmont"
7,2,1,1972,4,42111,"Belmont"
7,2,1,1973,7,41883,"Belmont"
7,2,1,1974,13,41653,"Belmont"
7,2,1,1975,4,42030,"Belmont"
7,2,1,1976,10,42264,"Belmont"
7,2,1,1977,7,41908,"Belmont"
7,2,1,1978,13,41685,"Belmont"
7,2,1,1979,12,42334,"Belmont"
7,2,1,1980,11,41794,"Belmont"
7,2,1,1981,19,41814,"Belmont"
7,2,1,1982,8,41677,"Belmont"
7,2,1,1983,14,41756,"Belmont"
7,2,1,1984,11,41285,"Belmont"
7,2,1,1985,13,40561,"Belmont"
7,2,1,1986,13,39125,"Belmont"
7,2,1,1987,13,38876,"Belmont"
7,2,1,1988,28,38165,"Belmont"
7,2,2,1968,0,927,"Belmont"
7,2,2,1969,0,940,"Belmont"
7,2,2,1970,0,961,"Belmont"
7,2,2,1971,0,976,"Belmont"
7,2,2,1972,0,960,"Belmont"
7,2,2,1973,0,967,"Belmont"
7,2,2,1974,1,956,"Belmont"
7,2,2,1975,0,966,"Belmont"
7,2,2,1976,0,964,"Belmont"
7,2,2,1977,0,962,"Belmont"
7,2,2,1978,1,966,"Belmont"
7,2,2,1979,0,985,"Belmont"
7,2,2,1980,0,974,"Belmont"
7,2,2,1981,1,1026,"Belmont"
7,2,2,1982,1,1080,"Belmont"
7,2,2,1983,0,1108,"Belmont"
7,2,2,1984,1,1110,"Belmont"
7,2,2,1985,0,1108,"Belmont"
7,2,2,1986,0,1087,"Belmont"
7,2,2,1987,1,1108,"Belmont"
7,2,2,1988,0,1100,"Belmont"
8,1,1,1968,8,12167,"Brown"
8,1,1,1969,4,12520,"Brown"
8,1,1,1970,6,12900,"Brown"
8,1,1,1971,5,13434,"Brown"
8,1,1,1972,8,13967,"Brown"
8,1,1,1973,6,14169,"Brown"
8,1,1,1974,8,14291,"Brown"
8,1,1,1975,9,14615,"Brown"
8,1,1,1976,5,14589,"Brown"
8,1,1,1977,9,14871,"Brown"
8,1,1,1978,12,15222,"Brown"
8,1,1,1979,6,15328,"Brown"
8,1,1,1980,14,15510,"Brown"
8,1,1,1981,9,15950,"Brown"
8,1,1,1982,15,16174,"Brown"
8,1,1,1983,17,16261,"Brown"
8,1,1,1984,16,16612,"Brown"
8,1,1,1985,11,17050,"Brown"
8,1,1,1986,17,17090,"Brown"
8,1,1,1987,22,17429,"Brown"
8,1,1,1988,16,17716,"Brown"
8,1,2,1968,0,270,"Brown"
8,1,2,1969,0,260,"Brown"
8,1,2,1970,0,260,"Brown"
8,1,2,1971,0,269,"Brown"
8,1,2,1972,0,255,"Brown"
8,1,2,1973,0,256,"Brown"
8,1,2,1974,0,252,"Brown"
8,1,2,1975,0,246,"Brown"
8,1,2,1976,2,240,"Brown"
8,1,2,1977,0,236,"Brown"
8,1,2,1978,0,238,"Brown"
8,1,2,1979,0,237,"Brown"
8,1,2,1980,0,238,"Brown"
8,1,2,1981,0,227,"Brown"
8,1,2,1982,0,219,"Brown"
8,1,2,1983,1,211,"Brown"
8,1,2,1984,1,199,"Brown"
8,1,2,1985,0,192,"Brown"
8,1,2,1986,0,185,"Brown"
8,1,2,1987,1,176,"Brown"
8,1,2,1988,1,170,"Brown"
8,2,1,1968,2,12582,"Brown"
8,2,1,1969,1,12965,"Brown"
8,2,1,1970,1,13320,"Brown"
8,2,1,1971,0,13765,"Brown"
8,2,1,1972,2,14374,"Brown"
8,2,1,1973,4,14571,"Brown"
8,2,1,1974,3,14684,"Brown"
8,2,1,1975,1,14936,"Brown"
8,2,1,1976,7,14946,"Brown"
8,2,1,1977,2,15243,"Brown"
8,2,1,1978,4,15594,"Brown"
8,2,1,1979,1,15744,"Brown"
8,2,1,1980,7,15985,"Brown"
8,2,1,1981,3,16256,"Brown"
8,2,1,1982,7,16372,"Brown"
8,2,1,1983,9,16284,"Brown"
8,2,1,1984,7,16490,"Brown"
8,2,1,1985,8,16772,"Brown"
8,2,1,1986,6,16774,"Brown"
8,2,1,1987,7,17096,"Brown"
8,2,1,1988,6,17352,"Brown"
8,2,2,1968,0,281,"Brown"
8,2,2,1969,1,265,"Brown"
8,2,2,1970,0,264,"Brown"
8,2,2,1971,0,263,"Brown"
8,2,2,1972,0,263,"Brown"
8,2,2,1973,0,258,"Brown"
8,2,2,1974,0,259,"Brown"
8,2,2,1975,0,251,"Brown"
8,2,2,1976,0,250,"Brown"
8,2,2,1977,0,247,"Brown"
8,2,2,1978,0,238,"Brown"
8,2,2,1979,0,243,"Brown"
8,2,2,1980,0,244,"Brown"
8,2,2,1981,0,233,"Brown"
8,2,2,1982,0,229,"Brown"
8,2,2,1983,0,223,"Brown"
8,2,2,1984,0,219,"Brown"
8,2,2,1985,0,204,"Brown"
8,2,2,1986,0,194,"Brown"
8,2,2,1987,0,193,"Brown"
8,2,2,1988,0,188,"Brown"
9,1,1,1968,38,103346,"Butler"
9,1,1,1969,53,104203,"Butler"
9,1,1,1970,50,104903,"Butler"
9,1,1,1971,64,106530,"Butler"
9,1,1,1972,74,108154,"Butler"
9,1,1,1973,57,110051,"Butler"
9,1,1,1974,54,111020,"Butler"
